#Thorlabs FTS
[SpectrumHeader]
#Date;20251127
#Time;17325050
#GMTTime;15325050
#Instrument;0
#InstrModel;CCS200
#Series;0
#InterferometerSerial;M00997583
#Type;emission
#ChannelIndex;0
#XAxisUnit;nm_vac
#YAxisUnit;intensity
#Average;1
#RollingAverage;0
#SpectrumSmooth;0
#SSmoothParam1;0
#SSmoothParam2;0
#SSmoothParam3;0
#SSmoothParam4;0
#IntegrationTime;0.010000
#TriggerMode;0
#AirMeasureOpt;0
#AirTemp;0.00
#AirPressure;0.00
#AirRelHum;0.00
#WnrMin;9808.453125
#WnrMax;51499.769531
#Length;3648
#Resolution;0.0000000000e+00
#ADC;0
#InstrStatus;0
#RefLaserLocked;0
#ChannelIndex;0
#AttenuationFilter;0
#Stitched;0
#ExcitationWavelength_nm;0
#SoftwareVersion;3.350000
#FirmwareVersion;
#Motor_FirmwareVersion;
#ReconstructionAlgorithms_SoftwareVersion;
#Sensor_FirmwareVersion;
#InstrSeriesIdentifier;MUN_CCS_SERIES
#RefGainIndex;0
#RefSignalInPerecent;0.0
#BBRefGainIndex;0
#BBRefSignalInPerecent;0.0
#AutogainStatus;0
#Name;
#Comment;""
#ExtComment;""
#Source;
[Data]
1.941828613e+02;1.140136621e-03
1.943857269e+02;1.257073600e-03
1.945886078e+02;-1.252897346e-05
1.947915192e+02;9.062623722e-04
1.949944305e+02;-1.799995778e-03
1.951973572e+02;-1.599532203e-03
1.954002991e+02;1.490947790e-03
1.956032715e+02;1.056610025e-03
1.958062439e+02;1.273778966e-03
1.960092316e+02;4.385140783e-04
1.962122498e+02;2.046399022e-04
1.964152832e+02;6.890935474e-04
1.966183319e+02;8.060305845e-04
1.968213806e+02;5.721564521e-04
1.970244598e+02;-1.933638239e-03
1.972275543e+02;-5.805090768e-04
1.974306793e+02;2.142454498e-03
1.976338043e+02;1.307189581e-03
1.978369446e+02;1.908580307e-03
1.980401001e+02;3.382822906e-04
1.982432709e+02;6.723882398e-04
1.984464722e+02;4.719246645e-04
1.986496735e+02;8.060305845e-04
1.988528900e+02;6.389776245e-04
1.990561523e+02;-9.313203627e-04
1.992593994e+02;-8.979097474e-04
1.994626770e+02;1.123431255e-03
1.996659546e+02;1.073315390e-03
1.998692780e+02;7.726200274e-04
2.000725861e+02;6.389776245e-04
2.002759247e+02;4.886299721e-04
2.004792938e+02;9.062623722e-04
2.006826630e+02;1.006494160e-03
2.008860474e+02;1.374010695e-03
2.010894623e+02;-1.683058683e-03
2.012928772e+02;-1.499300473e-03
2.014963074e+02;1.708116732e-03
2.016997681e+02;5.888617598e-04
2.019032288e+02;1.658000750e-03
2.021067352e+02;1.039904775e-03
2.023102264e+02;3.716928768e-04
2.025137329e+02;1.106726006e-03
2.027172852e+02;1.791643212e-03
2.029208221e+02;1.206957735e-03
2.031244049e+02;-9.647309198e-04
2.033279877e+02;-2.067280700e-03
2.035315704e+02;1.607884886e-03
2.037351990e+02;9.229676798e-04
2.039388275e+02;9.396729874e-04
2.041424866e+02;8.060305845e-04
2.043461456e+02;6.389776245e-04
2.045498352e+02;4.719246645e-04
2.047535248e+02;9.229676798e-04
2.049572449e+02;1.223663101e-03
2.051609650e+02;-2.267744159e-03
2.053647308e+02;-1.666353433e-03
2.055684814e+02;9.396729874e-04
2.057722626e+02;1.190252486e-03
2.059760590e+02;6.389776245e-04
2.061798706e+02;3.382822906e-04
2.063836975e+02;4.385140783e-04
2.065875397e+02;1.140136621e-03
2.067913971e+02;1.290484215e-03
2.069952850e+02;7.392094121e-04
2.071991730e+02;-1.666353433e-03
2.074030762e+02;-1.248721033e-03
2.076069946e+02;1.708116732e-03
2.078109436e+02;7.559147198e-04
2.080148926e+02;2.142454498e-03
2.082188721e+02;6.389776245e-04
2.084228668e+02;2.042222535e-03
2.086268768e+02;1.474242541e-03
2.088309021e+02;1.257073600e-03
2.090349274e+02;8.895571227e-04
2.092389984e+02;-1.632942818e-03
2.094430695e+02;-9.814362274e-04
2.096471405e+02;1.457537175e-03
2.098512573e+02;4.218087706e-04
2.100553589e+02;1.607884886e-03
2.102595062e+02;1.474242541e-03
2.104636688e+02;5.220405292e-04
2.106678162e+02;6.222723168e-04
2.108720093e+02;1.240368350e-03
2.110762024e+02;7.057988551e-04
2.112804260e+02;-2.267744159e-03
2.114846649e+02;-1.048257458e-03
2.116889038e+02;2.944308799e-03
2.118931732e+02;3.883981844e-04
2.120974579e+02;-1.252897346e-05
2.123017426e+02;5.220405292e-04
2.125060577e+02;5.220405292e-04
2.127104034e+02;8.060305845e-04
2.129147339e+02;8.728518151e-04
2.131190948e+02;1.758232596e-03
2.133234863e+02;-1.850111759e-03
2.135278625e+02;-1.165194553e-03
2.137322845e+02;1.941990806e-03
2.139367065e+02;1.090020640e-03
2.141411591e+02;8.227358921e-04
2.143455963e+02;8.561465074e-04
2.145500793e+02;9.730836027e-04
2.147545776e+02;5.387458368e-04
2.149590759e+02;8.227358921e-04
2.151635895e+02;9.396729874e-04
2.153681335e+02;-1.399068628e-03
2.155726929e+02;-2.635260811e-03
2.157772522e+02;1.307189581e-03
2.159818420e+02;5.387458368e-04
2.161864624e+02;2.209275728e-03
2.163910675e+02;1.106726006e-03
2.165957031e+02;5.053352797e-04
2.168003540e+02;1.090020640e-03
2.170050201e+02;9.396729874e-04
2.172097168e+02;9.897889104e-04
2.174143982e+02;-1.048257458e-03
2.176191254e+02;-1.733174664e-03
2.178238525e+02;1.875169692e-03
2.180286102e+02;1.073315390e-03
2.182333527e+02;1.123431255e-03
2.184381409e+02;9.730836027e-04
2.186429291e+02;3.382822906e-04
2.188477478e+02;7.392094121e-04
2.190525818e+02;4.552193568e-04
2.192574158e+02;8.060305845e-04
2.194622803e+02;-2.000459470e-03
2.196671600e+02;-1.783290529e-03
2.198720398e+02;1.774937846e-03
2.200769501e+02;9.062623722e-04
2.202818604e+02;9.062623722e-04
2.204868164e+02;1.206957735e-03
2.206917725e+02;8.060305845e-04
2.208967438e+02;9.730836027e-04
2.211017303e+02;9.062623722e-04
2.213067169e+02;1.073315390e-03
2.215117493e+02;-1.165194553e-03
2.217167816e+02;-7.141514798e-04
2.219218292e+02;1.507653156e-03
2.221269073e+02;6.723882398e-04
2.223319855e+02;1.123431255e-03
2.225370789e+02;8.227358921e-04
2.227421875e+02;5.387458368e-04
2.229473267e+02;8.060305845e-04
2.231524811e+02;8.394411998e-04
2.233576355e+02;1.273778966e-03
2.235628204e+02;-1.064962707e-03
2.237680206e+02;-2.618555445e-03
2.239732361e+02;1.206957735e-03
2.241784515e+02;1.140136621e-03
2.243836823e+02;1.624590252e-03
2.245889435e+02;9.730836027e-04
2.247942200e+02;1.674706116e-03
2.249995117e+02;3.215769830e-04
2.252048187e+02;4.385140783e-04
2.254101562e+02;9.730836027e-04
2.256154938e+02;-1.683058683e-03
2.258208313e+02;-1.566121704e-03
2.260261993e+02;2.075633267e-03
2.262315826e+02;6.389776245e-04
2.264369965e+02;9.730836027e-04
2.266424103e+02;4.886299721e-04
2.268478394e+02;8.394411998e-04
2.270532990e+02;9.897889104e-04
2.272587585e+02;-3.466349153e-04
2.274642487e+02;1.106726006e-03
2.276697388e+02;-9.313203627e-04
2.278752594e+02;-7.141514798e-04
2.280807800e+02;2.610202646e-03
2.282863159e+02;8.060305845e-04
2.284918823e+02;-1.232015667e-03
2.286974640e+02;1.106726006e-03
2.289030457e+02;2.309507458e-03
2.291086578e+02;7.392094121e-04
2.293142853e+02;3.758692037e-05
2.295199280e+02;1.641295501e-03
2.297255859e+02;-9.605546074e-05
2.299312592e+02;1.378187008e-04
2.301369476e+02;1.708116732e-03
2.303426514e+02;1.374010695e-03
2.305483704e+02;1.206957735e-03
2.307541046e+02;1.006494160e-03
2.309598541e+02;1.407421310e-03
2.311656189e+02;1.323894830e-03
2.313713989e+02;1.374010695e-03
2.315771942e+02;7.057988551e-04
2.317830200e+02;-1.866817009e-03
2.319888458e+02;-1.248721033e-03
2.321946869e+02;1.106726006e-03
2.324005585e+02;7.225041045e-04
2.326064301e+02;8.728518151e-04
2.328123322e+02;1.357305446e-03
2.330182343e+02;1.708116732e-03
2.332241669e+02;1.206957735e-03
2.334300995e+02;1.240368350e-03
2.336360626e+02;7.057988551e-04
2.338420258e+02;-1.799995778e-03
2.340480194e+02;-2.367975889e-03
2.342540283e+02;2.877487568e-03
2.344600372e+02;9.563782951e-04
2.346660767e+02;4.719246645e-04
2.348721313e+02;8.394411998e-04
2.350782013e+02;9.396729874e-04
2.352842712e+02;4.552193568e-04
2.354903717e+02;5.220405292e-04
2.356964874e+02;1.223663101e-03
2.359026184e+02;-1.432479243e-03
2.361087646e+02;-1.666353433e-03
2.363149261e+02;3.161477624e-03
2.365211029e+02;1.140136621e-03
2.367272949e+02;8.060305845e-04
2.369335022e+02;1.073315390e-03
2.371397247e+02;2.714610891e-04
2.373459625e+02;1.073315390e-03
2.375522156e+02;7.225041045e-04
2.377584991e+02;5.387458368e-04
2.379647827e+02;-2.083985833e-03
2.381710815e+02;-2.468207618e-03
2.383773956e+02;2.242686227e-03
2.385837402e+02;-1.628766477e-04
2.387900848e+02;3.549875692e-04
2.389964447e+02;1.607884886e-03
2.392028351e+02;5.721564521e-04
2.394092255e+02;1.374010695e-03
2.396156464e+02;7.225041045e-04
2.398220825e+02;1.023199526e-03
2.400285187e+02;-1.666353433e-03
2.402349854e+02;-1.683058683e-03
2.404414673e+02;2.142454498e-03
2.406479492e+02;1.073315390e-03
2.408544617e+02;1.073315390e-03
2.410609741e+02;6.222723168e-04
2.412675171e+02;1.039904775e-03
2.414740753e+02;5.220405292e-04
2.416806335e+02;1.424126676e-03
2.418872223e+02;8.561465074e-04
2.420938263e+02;-9.981415933e-04
2.423004456e+02;-5.470985197e-04
2.425070801e+02;1.206957735e-03
2.427137299e+02;7.225041045e-04
2.429203949e+02;2.881663968e-04
2.431270752e+02;1.156841870e-03
2.433337708e+02;1.774937846e-03
2.435404816e+02;1.440831926e-03
2.437472076e+02;-1.294660615e-04
2.439539490e+02;1.123431255e-03
2.441607056e+02;-9.647309198e-04
2.443674774e+02;-1.064962707e-03
2.445742798e+02;1.574474270e-03
2.447810822e+02;9.730836027e-04
2.449878998e+02;-6.974461721e-04
2.451947327e+02;7.225041045e-04
2.454015808e+02;4.385140783e-04
2.456084442e+02;1.925285556e-03
2.458153381e+02;1.173547120e-03
2.460222321e+02;1.073315390e-03
2.462291412e+02;-1.432479243e-03
2.464360809e+02;-1.699764049e-03
2.466430206e+02;2.944308799e-03
2.468499908e+02;3.048716753e-04
2.470569611e+02;1.323894830e-03
2.472639465e+02;9.897889104e-04
2.474709625e+02;8.895571227e-04
2.476779785e+02;9.897889104e-04
2.478850250e+02;3.716928768e-04
2.480920868e+02;7.559147198e-04
2.482991486e+02;-1.165194553e-03
2.485062408e+02;-1.716469298e-03
2.487133331e+02;2.810666338e-03
2.489204559e+02;7.559147198e-04
2.491275787e+02;1.023199526e-03
2.493347473e+02;5.721564521e-04
2.495419006e+02;8.060305845e-04
2.497490845e+02;3.716928768e-04
2.499562683e+02;6.556829321e-04
2.501634827e+02;3.716928768e-04
2.503707123e+02;-2.017164603e-03
2.505779419e+02;-1.115078572e-03
2.507852173e+02;5.721564521e-04
2.509924927e+02;1.557769021e-03
2.511997681e+02;7.099751383e-05
2.514070740e+02;1.106726006e-03
2.516143951e+02;6.890935474e-04
2.518217163e+02;2.380504884e-04
2.520290833e+02;1.674706116e-03
2.522364502e+02;1.073315390e-03
2.524438324e+02;-1.566121704e-03
2.526512146e+02;-7.809726521e-04
2.528586273e+02;2.058927901e-03
2.530660706e+02;-2.798137430e-04
2.532735138e+02;8.060305845e-04
2.534809723e+02;3.048716753e-04
2.536884460e+02;2.142454498e-03
2.538959198e+02;1.206957735e-03
2.541034241e+02;1.073315390e-03
2.543109589e+02;3.382822906e-04
2.545184937e+02;-1.833406393e-03
2.547260437e+02;-1.599532203e-03
2.549336090e+02;1.875169692e-03
2.551411896e+02;1.073315390e-03
2.553488007e+02;9.229676798e-04
2.555564117e+02;8.227358921e-04
2.557640381e+02;-6.264486728e-05
2.559716797e+02;9.730836027e-04
2.561793518e+02;8.728518151e-04
2.563870239e+02;1.123431255e-03
2.565946960e+02;-2.267744159e-03
2.568024292e+02;-1.064962707e-03
2.570101624e+02;2.276096726e-03
2.572178650e+02;1.073315390e-03
2.574256287e+02;3.758692037e-05
2.576333923e+02;7.057988551e-04
2.578411865e+02;1.574474270e-03
2.580489807e+02;5.554511445e-04
2.582568054e+02;1.908580307e-03
2.584646301e+02;8.227358921e-04
2.586724548e+02;-1.666353433e-03
2.588803406e+02;-2.685376676e-03
2.590882263e+02;1.073315390e-03
2.592961121e+02;8.728518151e-04
2.595040283e+02;3.549875692e-04
2.597119446e+02;6.723882398e-04
2.599198608e+02;2.088162182e-05
2.601278381e+02;1.206957735e-03
2.603357849e+02;9.062623722e-04
2.605437927e+02;1.206957735e-03
2.607518005e+02;-8.644991321e-04
2.609597778e+02;-2.869134769e-03
2.611678467e+02;1.507653156e-03
2.613758545e+02;6.556829321e-04
2.615839233e+02;1.390716061e-03
2.617920227e+02;2.109043766e-03
2.620000916e+02;1.741527230e-03
2.622082214e+02;1.023199526e-03
2.624163513e+02;1.273778966e-03
2.626244812e+02;5.053352797e-04
2.628326416e+02;-6.974461721e-04
